Uberstrain,Name,Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status),Source Niche,Source Type,Source Details,Collection Year,Collection Month,Collection Day,Collection Time,Continent,Country,Region,District,City,Post Code,Latitude,Longitude,Lab Contact,Species,Serological Group,Serotype,EcoR Cluster,Path/Nonpath,Simple Patho,Simple Disease,Comment,Bio Project ID,Project ID,Disease,Sample ID,Secondary Sample ID,Date Entered,Release Date,Barcode,Status,Coverage,N50,Length,Species,Contig Number(>=200 bp),Low Quality Bases,Assembly barcode,Version
ESC_PA0856AA,MAJ679A28,SRR8506009;ILLUMINA;Paired;;SRX5309839,Human,Human,Homo sapiens; human stool sample,2012,10,,,Africa,Niger,,Madarounfa,,,13.3495,7.179,UMC Utrecht,Escherichia coli,,,,,,,,PRJNA517792,SRP182891,,SAMN10845178,SRS4307283,18/11/2019,18/09/2019,ESC_PA0856AA,Assembled,188,92125,5277685,Escherichia coli / Shigella;96.91%,185,25663,ESC_GB7068AA_AS,4.1
ESC_QA1772AA,PapKW-44-2,SRR11015003;ILLUMINA;Paired;;SRX7670719,Wild Animal,Primate,Papio papio; stool,2016,,,,Africa,Gambia,Banjul,,Serekunda,,,,Quadram Institute Biosciences,Escherichia coli,,,,,,,,PRJNA604701,SRP247121,,SAMN13978637,SRS6098453,14/02/2020,04/02/2020,ESC_QA1772AA,Assembled,188,172541,5088612,Escherichia coli / Shigella;98.68%,94,24046,ESC_IB8556AA_AS,4.1
ESC_BA8419AA,3-373-03_S4_C3,SRR1186763;ILLUMINA;Paired;381;SRX484053,Human,Human,stool; Homo sapiens,2009,7,,,Africa,Tanzania,,,,,,,University of Maryland Institute for Genome Sciences,Escherichia coli,,,,,,,,PRJNA233936,SRP039808,,SAMN02687509,SRS568359,27/08/2015,10/03/2014,ESC_BA8419AA,Assembled,188.28,136362,5108675,Escherichia coli / Shigella;95.6%,249,3208,ESC_BA2400AA_AS,2.2
ESC_MA8657AA,ALQ032820,ERR3328428;ILLUMINA;Paired;350;ERX3353143,Human,Human,ND,2016,8,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5610743,ERS3414933,30/05/2019,20/05/2019,ESC_MA8657AA,Assembled,189,99721,4568160,Escherichia coli / Shigella;97.73%,110,14549,ESC_ZA4779AA_AS,4
ESC_NA7098AA,MA_028,SRR9917146;ILLUMINA;Paired;500;SRX6666296,Human,Human,stool; Homo sapiens,2018,12,,,Africa,Nigeria,,,,,,,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,PRJNA293225,SRP103093,,SAMN12525303,SRS5226101,08/08/2019,07/08/2019,ESC_NA7098AA,Assembled,189,276379,4804511,Escherichia coli / Shigella;100.0%,70,15851,ESC_CB9279AA_AS,4.1
ESC_OA2015AA,MA_081,SRR10139840;ILLUMINA;Paired;500;SRX6867777,Poultry,Avian,Poultry Litter,2019,1,,,Africa,Nigeria,,,,,,,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,PRJNA293225,SRP103093,,SAMN12783974,SRS5405211,20/09/2019,18/09/2019,ESC_OA2015AA,Assembled,189,169046,4797599,Escherichia coli / Shigella;96.88%,90,22809,ESC_FB4019AA_AS,4.1
ESC_GA0232AA,MOD1-EC6768,SRR5330894;ILLUMINA;Paired;300;SRX2629889,Human,Human,Homo sapiens; homo sapiens-Intestine,1994,2,,,Africa,Zambia,,,,,,,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,O29:H10,,,,,,PRJNA230969,SRP058582,,SAMN04992116,SRS2039725,10/03/2017,09/03/2017,ESC_GA0232AA,Assembled,190,104716,4747271,Escherichia coli / Shigella;92.77%,133,1036,ESC_LA5772AA_AS,3.61
ESC_GA6955AA,CFSAN061767,SRR5688546;ILLUMINA;Paired;;SRX2923128,Food,Dairy,Raw milk cheese,2016,,,,Africa,Egypt,,,,,,,FDA/CFSAN,Escherichia coli,,,,,,,,PRJNA230969,SRP058582,,SAMN06928085,SRS2288789,16/06/2017,15/06/2017,ESC_GA6955AA,Assembled,190,131085,4658260,Escherichia coli / Shigella;98.63%,106,801,ESC_OA0039AA_AS,3.61
ESC_MA8062AA,PLQ000509,ERR3329120;ILLUMINA;Paired;350;ERX3353835,Food,Plant,pens,2016,8,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611338,ERS3415527,30/05/2019,20/05/2019,ESC_MA8062AA,Assembled,190,154915,4979340,Escherichia coli / Shigella;97.08%,141,18772,ESC_ZA5379AA_AS,4
ESC_PA7740AA,rep_PapM-31-2,traces-0WmvvAu;ILLUMINA;Paired;;NA,Wild Animal,Primate,Papio papio,2017,,,,Africa ,Gambia,,,Makasutu,,,,Professor Mark Pallen,Escherichia coli,,,,,,,,,,,,,09/01/2020,09/01/2020,ESC_PA7740AA,Assembled,190,662413,4901273,Escherichia coli / Shigella;96.97%,41,16010,ESC_HB9821AA_AS,4.1
ESC_PA9289AA,PapAN-14-3_rep,traces-0mooRKn;ILLUMINA;Paired;;NA,Wild Animal,Primate,Papio papio,2017,,,,Africa,Gambia,Western,,Abuko Nature Reserve,,,,Professor Mark Pallen,Escherichia coli,,,,,,,,,,,,,17/01/2020,17/01/2020,ESC_PA9289AA,Assembled,190,84473,4993806,Escherichia coli / Shigella;95.91%,215,36351,ESC_IB1601AA_AS,4.1
ESC_MA8340AA,INT005591,ERR3328812;ILLUMINA;Paired;350;ERX3353527,Environment,Water,puddle,2016,4,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611060,ERS3415250,30/05/2019,20/05/2019,ESC_MA8340AA,Assembled,191,130832,4674285,Escherichia coli / Shigella;96.86%,116,17067,ESC_ZA5096AA_AS,4
ESC_MA8710AA,ALQ023305,ERR3328371;ILLUMINA;Paired;350;ERX3353086,Human,Human,ND,2016,5,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5610690,ERS3414880,30/05/2019,20/05/2019,ESC_MA8710AA,Assembled,191,96859,4671811,Escherichia coli / Shigella;95.0%,160,31789,ESC_ZA4726AA_AS,4
ESC_PA7360AA,PapRG-03-2,traces-0VsjRPV;ILLUMINA;Paired;;NA,Wild Animal,Primate,Papio papio,2017,,,,Africa,Gambia,,,River Gambia,,,,Professor Mark Pallen,Escherichia coli,,,,,,,,,,,,,08/01/2020,08/01/2020,ESC_PA7360AA,Assembled,191,145645,4741649,Escherichia coli / Shigella;100.0%,75,14342,ESC_HB9410AA_AS,4.1
ESC_BA8346AA,2-460-02_S4_C1,SRR1191662;ILLUMINA;Paired;419;SRX488743,Human,Human,stool; Homo sapiens,2009,7,,,Africa,Tanzania,,,,,,,University of Maryland Institute for Genome Sciences,Escherichia coli,,,,,,,,PRJNA233866,SRP040102,,SAMN02689043,SRS572039,27/08/2015,13/03/2014,ESC_BA8346AA,Assembled,191.44,149295,5179731,Escherichia coli / Shigella;98.98%,225,1796,ESC_BA8543AA_AS,2.2
ESC_MA8186AA,INT007844,ERR3328996;ILLUMINA;Paired;350;ERX3353711,ND,Avian,ND,2016,5,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611215,ERS3415404,30/05/2019,20/05/2019,ESC_MA8186AA,Assembled,192,117778,4651665,Escherichia coli / Shigella;95.92%,119,30499,ESC_ZA5251AA_AS,4
ESC_NA7092AA,MA_015,"SRR9943564;ILLUMINA;Paired;500;SRX6692108,SRR9917195;ILLUMINA;Paired;500;SRX6666333",Poultry,Air,Poultry Fecal,2018,12,,,Africa,Nigeria,,,,,,,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,PRJNA293225,SRP103093,,SAMN12525447,SRS5226137,08/08/2019,07/08/2019,ESC_NA7092AA,Assembled,192,367990,4932569,Escherichia coli / Shigella;96.15%,77,22607,ESC_CB9285AA_AS,4.1
ESC_PA0863AA,MAJ679A25,SRR8506016;ILLUMINA;Paired;;SRX5309832,Human,Human,Homo sapiens; human stool sample,2012,10,,,Africa,Niger,,Madarounfa,,,13.3495,7.179,UMC Utrecht,Escherichia coli,,,,,,,,PRJNA517792,SRP182891,,SAMN10845175,SRS4307276,18/11/2019,18/09/2019,ESC_PA0863AA,Assembled,193,71367,4931663,Escherichia coli / Shigella;94.9%,224,33120,ESC_GB7061AA_AS,4.1
ESC_BA8387AA,6-537-08_S1_C1,SRR1186801;ILLUMINA;Paired;457;SRX484090,Human,Human,stool; Homo sapiens,2009,1,,,Africa,Tanzania,,,,,,,University of Maryland Institute for Genome Sciences,Escherichia coli,,,,,,,,PRJNA233720,SRP039840,,SAMN02687541,SRS568396,27/08/2015,10/03/2014,ESC_BA8387AA,Assembled,193.01,162951,5107267,Escherichia coli / Shigella;97.46%,179,2234,ESC_BA1954AA_AS,2.2
ESC_PA0862AA,MAJ679A26,SRR8506015;ILLUMINA;Paired;;SRX5309833,Human,Human,Homo sapiens; human stool sample,2012,10,,,Africa,Niger,,Madarounfa,,,13.3495,7.179,UMC Utrecht,Escherichia coli,,,,,,,,PRJNA517792,SRP182891,,SAMN10845176,SRS4307277,18/11/2019,18/09/2019,ESC_PA0862AA,Assembled,194,78965,4942293,Escherichia coli / Shigella;92.45%,224,145807,ESC_GB7062AA_AS,4.1
ESC_BA8554AA,3-073-06_S3_C1,SRR1186490;ILLUMINA;Paired;474;SRX483851,Human,Human,stool; Homo sapiens,2009,4,,,Africa,Tanzania,,,,,,,University of Maryland Institute for Genome Sciences,Escherichia coli,,,,,,,,PRJNA233795,SRP039668,,SAMN02680167,SRS568163,27/08/2015,10/03/2014,ESC_BA8554AA,Assembled,194.62,88799,4996706,Escherichia coli / Shigella;95.26%,283,2732,ESC_FA7217AA_AS,2.2
ESC_NA7096AA,MA_019,"SRR9917148;ILLUMINA;Paired;500;SRX6666298,SRR9943557;ILLUMINA;Paired;500;SRX6692101",Poultry,Air,Poultry Fecal,2018,12,,,Africa,Nigeria,,,,,,,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,PRJNA293225,SRP103093,,SAMN12525315,SRS5226103,08/08/2019,07/08/2019,ESC_NA7096AA,Assembled,195,186455,4871888,Escherichia coli / Shigella;93.83%,96,21717,ESC_CB9281AA_AS,4.1
ESC_QA9283AA,Guinea-fowl-5-4,SRR11451217;ILLUMINA;Paired;;SRX8029001,Wild Animal,Avian,Guinea fowl; Caecum,2016,,,,Africa,Gambia,Banjul,,Serekunda,,,,Quadram Institute Biosciences,Escherichia coli,,,,,,,,PRJNA616250,SRP254605,,SAMN14485331,SRS6401469,02/04/2020,01/04/2020,ESC_QA9283AA,Assembled,196,154819,4791857,Escherichia coli / Shigella;100.0%,75,108416,ESC_KB1707AA_AS,4.1
ESC_EA1698AA,MOD1-EC6736,SRR3957096;ILLUMINA;Paired;300;SRX1981106,Human,Human,Homo sapiens; homo sapiens-Intestine,1994,2,,,Africa,Zambia,,,,,,,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,O18:H10,,,,,,PRJNA230969,SRP058582,,SAMN04992567,SRS1588550,28/07/2016,01/01/2015,ESC_EA1698AA,Assembled,197,265386,5164840,Escherichia coli / Shigella;98.81%,110,1772,ESC_HA7801AA_AS,3.51
ESC_MA8162AA,INT008008,ERR3329020;ILLUMINA;Paired;350;ERX3353735,Human,Human,ND,2016,5,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611238,ERS3415427,30/05/2019,20/05/2019,ESC_MA8162AA,Assembled,197,97421,4741452,Escherichia coli / Shigella;89.55%,144,36394,ESC_ZA5275AA_AS,4
ESC_BA8570AA,2-316-03_S4_C3,SRR1186472;ILLUMINA;Paired;533;SRX483833,Human,Human,stool; Homo sapiens,2009,7,,,Africa,Tanzania,,,,,,,University of Maryland Institute for Genome Sciences,Escherichia coli,,,,,,,,PRJNA233922,SRP039652,,SAMN02680150,SRS568146,27/08/2015,10/03/2014,ESC_BA8570AA,Assembled,197.11,161776,5330938,Escherichia coli / Shigella;97.58%,141,1531,ESC_BA8169AA_AS,2.2
ESC_BA8556AA,6-319-05_S1_C2,SRR1186488;ILLUMINA;Paired;428;SRX483849,Human,Human,stool; Homo sapiens,2009,1,,,Africa,Tanzania,,,,,,,"Institute for Genome Sciences, University of Maryland, Baltimore",Escherichia coli,,,,,,,,PRJNA233747,SRP039666,,SAMN02680165,SRS568161,27/08/2015,10/03/2014,ESC_BA8556AA,Assembled,197.21,94603,5253304,Escherichia coli / Shigella;99.14%,398,3306,ESC_BA3185AA_AS,2.2
ESC_KA7976AA,GCID_CRE_0033,SRR8291882;ILLUMINA;Paired;;SRX5106471,Human,Human,urine,,,,,Africa,Egypt,,,,,,,JCVI,Escherichia coli,,,,,,,,PRJNA508509,SRP172883,,SAMN10527298,SRS4116112,08/12/2018,07/12/2018,ESC_KA7976AA,Assembled,198,267447,5096681,Escherichia coli / Shigella;96.5%,88,15121,ESC_VA3338AA_AS,4
ESC_OA1928AA,HH510E2III,traces-0rRYknI;ILLUMINA;Paired;;NA,Human,Human,,2016,3,,,Africa,Cameroon,Centre,,Yaounde,,,,"Antimicrobial Research Unit, UKZN",Escherichia coli,,,,Non Pathogen,ESBL,,,,,None,,,18/09/2019,18/09/2019,ESC_OA1928AA,Assembled,198,32372,4770579,Escherichia coli / Shigella;96.65%,332,116766,ESC_FB3799AA_AS,4.1
ESC_QA9314AA,Chicken-7-5,SRR11451248;ILLUMINA;Paired;;SRX8028970,Poultry,Poultry,Chicken; Caecum,2016,,,,Africa,Gambia,Banjul,,Serekunda,,,,Quadram Institute Biosciences,Escherichia coli,,,,,,,,PRJNA616250,SRP254605,,SAMN14485303,SRS6401438,02/04/2020,01/04/2020,ESC_QA9314AA,Assembled,198,193450,4908623,Escherichia coli / Shigella;96.87%,80,59282,ESC_KB1676AA_AS,4.1
ESC_BA8358AA,1-392-07_S4_C3,SRR1191649;ILLUMINA;Paired;378;SRX488730,Human,Human,stool; Homo sapiens,2009,7,,,Africa,Tanzania,,,,,,,University of Maryland Institute for Genome Sciences,Escherichia coli,,,,,,,,PRJNA233932,SRP040090,,SAMN02689031,SRS572004,27/08/2015,13/03/2014,ESC_BA8358AA,Assembled,198.4,111603,5645154,Escherichia coli / Shigella;98.56%,562,4391,ESC_BA3094AA_AS,2.2
ESC_BA8489AA,2-474-04_S1_C1,SRR1186664;ILLUMINA;Paired;525;SRX483962,Human,Human,stool; Homo sapiens,2009,1,,,Africa,Tanzania,,,,,,,University of Maryland Institute for Genome Sciences,Escherichia coli,,,,,,,,PRJNA233702,SRP039736,,SAMN02680237,SRS568268,27/08/2015,10/03/2014,ESC_BA8489AA,Assembled,198.41,147618,4906758,Escherichia coli / Shigella;88.28%,147,1306,ESC_FA3309AA_AS,2.2
ESC_BA8407AA,2-460-02_S4_C2,SRR1186775;ILLUMINA;Paired;436;SRX484065,Human,Human,stool; Homo sapiens,2009,7,,,Africa,Tanzania,,,,,,,University of Maryland Institute for Genome Sciences,Escherichia coli,,,,,,,,PRJNA233894,SRP039820,,SAMN02687521,SRS568371,27/08/2015,10/03/2014,ESC_BA8407AA,Assembled,199.83,149295,5181436,Escherichia coli / Shigella;98.98%,227,1915,ESC_BA9974AA_AS,2.2
ESC_MA7690AA,TMP019621,ERR3330206;ILLUMINA;Paired;350;ERX3354921,ND,Avian,ND,2015,11,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611710,ERS3415899,30/05/2019,20/05/2019,ESC_MA7690AA,Assembled,200,110569,4809180,Escherichia coli / Shigella;94.17%,183,24974,ESC_ZA5834AA_AS,4
ESC_PA0812AA,MAJ679A5,SRR8505965;ILLUMINA;Paired;;SRX5309883,Human,Human,Homo sapiens; human stool sample,2012,10,,,Africa,Niger,,Madarounfa,,,13.3495,7.179,UMC Utrecht,Escherichia coli,,,,,,,,PRJNA517792,SRP182891,,SAMN10845157,SRS4307327,18/11/2019,18/09/2019,ESC_PA0812AA,Assembled,200,123595,4637098,Escherichia coli / Shigella;97.55%,114,19720,ESC_GB7113AA_AS,4.1
ESC_QA1722AA,ProbK-45-3,SRR11014953;ILLUMINA;Paired;;SRX7670769,Wild Animal,Primate,Piliocolobus badius; stool,2016,,,,Africa,Gambia,Banjul,,Serekunda,,,,Quadram Institute Biosciences,Escherichia coli,,,,,,,,PRJNA604701,SRP247121,,SAMN13978682,SRS6098513,14/02/2020,04/02/2020,ESC_QA1722AA,Assembled,200,200746,5436473,Escherichia coli / Shigella;97.5%,109,36711,ESC_IB8606AA_AS,4.1
ESC_BA8521AA,3-020-07_S4_C3,SRR1186627;ILLUMINA;Paired;514;SRX483927,Human,Human,stool; Homo sapiens,2009,7,,,Africa,Tanzania,,,,,,,University of Maryland Institute for Genome Sciences,Escherichia coli,,,,,,,,PRJNA233933,SRP039704,,SAMN02680205,SRS568235,27/08/2015,10/03/2014,ESC_BA8521AA,Assembled,200.46,160917,5087188,Escherichia coli / Shigella;99.33%,179,1228,ESC_BA6742AA_AS,2.2
ESC_BA8601AA,1-250-04_S1_C1,SRR1186350;ILLUMINA;Paired;410;SRX483711,Human,Human,stool; Homo sapiens,2009,1,,,Africa,Tanzania,,,,,,,University of Maryland Institute for Genome Sciences,Escherichia coli,,,,,,,,PRJNA233709,SRP039619,,SAMN02680097,SRS568022,27/08/2015,10/03/2014,ESC_BA8601AA,Assembled,200.7,146247,5036064,Escherichia coli / Shigella;98.56%,157,1686,ESC_AA9571AA_AS,2.2
ESC_QA9309AA,Chicken-8-5,SRR11451243;ILLUMINA;Paired;;SRX8028975,Poultry,Poultry,Chicken; Caecum,2016,,,,Africa,Gambia,Banjul,,Serekunda,,,,Quadram Institute Biosciences,Escherichia coli,,,,,,,,PRJNA616250,SRP254605,,SAMN14485308,SRS6401445,02/04/2020,01/04/2020,ESC_QA9309AA,Assembled,201,438347,4712980,Escherichia coli / Shigella;96.77%,46,8415,ESC_KB1681AA_AS,4.1
ESC_QA9311AA,Chicken-8-3,SRR11451245;ILLUMINA;Paired;;SRX8028973,Poultry,Poultry,Chicken; Caecum,2016,,,,Africa,Gambia,Banjul,,Serekunda,,,,Quadram Institute Biosciences,Escherichia coli,,,,,,,,PRJNA616250,SRP254605,,SAMN14485306,SRS6401441,02/04/2020,01/04/2020,ESC_QA9311AA,Assembled,201,185958,4712306,Escherichia coli / Shigella;100.0%,60,11088,ESC_KB1679AA_AS,4.1
ESC_BA8359AA,1-392-07_S4_C1,SRR1191648;ILLUMINA;Paired;319;SRX488729,Human,Human,stool; Homo sapiens,2009,7,,,Africa,Tanzania,,,,,,,University of Maryland Institute for Genome Sciences,Escherichia coli,,,,,,,,PRJNA233876,SRP040089,,SAMN02689030,SRS572003,27/08/2015,13/03/2014,ESC_BA8359AA,Assembled,201.09,115622,5641969,Escherichia coli / Shigella;98.85%,583,3662,ESC_FA7156AA_AS,2.2
ESC_BA8425AA,5-172-05_S4_C2,SRR1186757;ILLUMINA;Paired;391;SRX484047,Human,Human,stool; Homo sapiens,2009,7,,,Africa,Tanzania,,,,,,,University of Maryland Institute for Genome Sciences,Escherichia coli,,,,,,,,PRJNA233896,SRP039802,,SAMN02687503,SRS568353,27/08/2015,10/03/2014,ESC_BA8425AA,Assembled,201.96,187510,4917578,Escherichia coli / Shigella;98.4%,143,2487,ESC_EA5216AA_AS,2.2
ESC_KA9383AA,PapRG-03-5,"traces-0fGnMXN;ILLUMINA;Paired;;NA,traces-0uMvtrk;ILLUMINA;Paired;;NA,traces-0ANUPev;ILLUMINA;Paired;;NA",Wild Animal,Primate,Papio papio,2017,,,,Africa,Gambia,,,River Gambia,,,,Professor Mark Pallen,Escherichia coli,,,,,,,,,,,,,10/01/2020,10/01/2020,ESC_KA9383AA,Assembled,202,148454,4741627,Escherichia coli / Shigella;100.0%,73,16484,ESC_IB0062AA_AS,4.1
ESC_BA8352AA,2-316-03_S1_C1,SRR1191656;ILLUMINA;Paired;572;SRX488737,Human,Human,stool; Homo sapiens,2009,1,,,Africa,Tanzania,,,,,,,University of Maryland Institute for Genome Sciences,Escherichia coli,,,,,,,,PRJNA233699,SRP040096,,SAMN02689037,SRS572029,27/08/2015,13/03/2014,ESC_BA8352AA,Assembled,202.55,167914,5178917,Escherichia coli / Shigella;98.7%,172,1789,ESC_BA1964AA_AS,2.2
ESC_MA8164AA,INT007994,ERR3329018;ILLUMINA;Paired;350;ERX3353733,Human,Human,ND,2016,5,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611236,ERS3415425,30/05/2019,20/05/2019,ESC_MA8164AA,Assembled,203,122970,5137368,Escherichia coli / Shigella;95.53%,207,44251,ESC_ZA5273AA_AS,4
ESC_KA9352AA,PapM-33-3,traces-0ftlONO;ILLUMINA;Paired;;NA,Wild Animal,Primate,Papio papio,2016,,,,Africa,Gambia,,,Makasutu,,,,Quadram Institute Biosciences,Escherichia coli / Shigella;94.74%,,,,,,,,,,,,,21/01/2019,26/07/2019,ESC_KA9352AA,Assembled,203,431909,5028219,Escherichia coli / Shigella;94.74%,56,26009,ESC_VA7120AA_AS,4
ESC_BA8348AA,2-460-02_S1_C2,SRR1191660;ILLUMINA;Paired;578;SRX488741,Human,Human,stool; Homo sapiens,2009,1,,,Africa,Tanzania,,,,,,,University of Maryland Institute for Genome Sciences,Escherichia coli,,,,,,,,PRJNA233730,SRP040100,,SAMN02689041,SRS572037,27/08/2015,13/03/2014,ESC_BA8348AA,Assembled,203.08,216137,5356430,Escherichia coli / Shigella;99.15%,125,1809,ESC_AA9051AA_AS,2.2
ESC_BA8445AA,1-182-04_S3_C1,SRR1186733;ILLUMINA;Paired;566;SRX484025,Human,Human,stool; Homo sapiens,2009,4,,,Africa,Tanzania,,,,,,,University of Maryland Institute for Genome Sciences,Escherichia coli,,,,,,,,PRJNA233791,SRP039782,,SAMN02687483,SRS568331,27/08/2015,10/03/2014,ESC_BA8445AA,Assembled,203.52,39117,4865469,Escherichia coli / Shigella;97.75%,298,1944,ESC_AA8353AA_AS,2.2
ESC_PA0828AA,MAJ679A39,SRR8505981;ILLUMINA;Paired;;SRX5309867,Human,Human,Homo sapiens; human stool sample,2012,10,,,Africa,Niger,,Madarounfa,,,13.3495,7.179,UMC Utrecht,Escherichia coli,,,,,,,,PRJNA517792,SRP182891,,SAMN10845189,SRS4307311,18/11/2019,18/09/2019,ESC_PA0828AA,Assembled,204,144611,4860273,Escherichia coli / Shigella;91.02%,129,26296,ESC_GB7096AA_AS,4.1
ESC_QA9284AA,Chicken-3-5,SRR11451218;ILLUMINA;Paired;;SRX8029000,Poultry,Poultry,Chicken; Caecum,2016,,,,Africa,Gambia,Banjul,,Serekunda,,,,Quadram Institute Biosciences,Escherichia coli,,,,,,,,PRJNA616250,SRP254605,,SAMN14485286,SRS6401468,02/04/2020,01/04/2020,ESC_QA9284AA,Assembled,204,193450,4904710,Escherichia coli / Shigella;100.0%,78,107358,ESC_KB1752AA_AS,4.1
ESC_BA8454AA,3-105-05_S1_C1,SRR1186722;ILLUMINA;Paired;443;SRX484016,Human,Human,stool; Homo sapiens,2009,1,,,Africa,Tanzania,,,,,,,University of Maryland Institute for Genome Sciences,Escherichia coli,,,,,,,,PRJNA233713,SRP039773,,SAMN02687474,SRS568322,27/08/2015,10/03/2014,ESC_BA8454AA,Assembled,204.98,57917,4966156,Escherichia coli / Shigella;98.94%,207,1845,ESC_CA6073AA_AS,2.2
ESC_MA8382AA,INT005276,ERR3328770;ILLUMINA;Paired;350;ERX3353485,Wild Animal,Rodent,rodent,2016,3,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5611018,ERS3415208,30/05/2019,20/05/2019,ESC_MA8382AA,Assembled,205,233168,4932474,Escherichia coli / Shigella;100.0%,84,11482,ESC_ZA5054AA_AS,4
ESC_OA4752AA,YA00109185,traces-0FevKzE;ILLUMINA;Paired;;NA,Human,Human,Stool,2018,7,23,,Africa,South Africa,Mpumalanga,,,,,,Anthony Smith,Escherichia coli,,O164,,,EIEC,,,,,,,,17/10/2019,17/10/2019,ESC_OA4752AA,Assembled,205,20881,4943958,Escherichia coli / Shigella;98.99%,599,144470,ESC_FB8661AA_AS,4.1
ESC_BA8343AA,5-366-08_S1_C3,SRR1191665;ILLUMINA;Paired;429;SRX488746,Human,Human,stool; Homo sapiens,2009,1,,,Africa,Tanzania,,,,,,,University of Maryland Institute for Genome Sciences,Escherichia coli,,,,,,,,PRJNA233759,SRP040105,,SAMN02689046,SRS572100,27/08/2015,13/03/2014,ESC_BA8343AA,Assembled,205.39,130416,5429681,Escherichia coli / Shigella;97.58%,177,1573,ESC_BA4499AA_AS,2.2
ESC_BA8475AA,6-319-05_S4_C2,SRR1186679;ILLUMINA;Paired;444;SRX483976,Human,Human,stool; Homo sapiens,2009,7,,,Africa,Tanzania,,,,,,,University of Maryland Institute for Genome Sciences,Escherichia coli,,,,,,,,PRJNA233913,SRP039750,,SAMN02680251,SRS568282,27/08/2015,10/03/2014,ESC_BA8475AA,Assembled,205.57,96942,4952217,Escherichia coli / Shigella;96.49%,242,3019,ESC_BA4326AA_AS,2.2
ESC_MA8668AA,ALQ032642,ERR3328415;ILLUMINA;Paired;350;ERX3353130,Human,Human,ND,2016,8,,,Africa,Kenya,,,,,,,University of Edinburgh,Escherichia coli,,,,,,,,PRJEB32607,ERP115308,,SAMEA5610732,ERS3414922,30/05/2019,20/05/2019,ESC_MA8668AA,Assembled,206,222087,4600095,Escherichia coli / Shigella;96.44%,56,18274,ESC_ZA4768AA_AS,4
ESC_BA8439AA,2-210-07_S3_C3,SRR1186739;ILLUMINA;Paired;512;SRX484031,Human,Human,stool; Homo sapiens,2009,4,,,Africa,Tanzania,,,,,,,University of Maryland Institute for Genome Sciences,Escherichia coli,,,,,,,,PRJNA233837,SRP039788,,SAMN02687489,SRS568337,27/08/2015,10/03/2014,ESC_BA8439AA,Assembled,206.12,72261,5125631,Escherichia coli / Shigella;98.34%,395,4214,ESC_BA0121AA_AS,2.2
ESC_BA8562AA,1-392-07_S3_C2,SRR1186481;ILLUMINA;Paired;374;SRX483842,Human,Human,stool; Homo sapiens,2009,4,,,Africa,Tanzania,,,,,,,University of Maryland Institute for Genome Sciences,Escherichia coli,,,,,,,,PRJNA233821,SRP039660,,SAMN02680159,SRS568155,27/08/2015,10/03/2014,ESC_BA8562AA,Assembled,206.8,52651,4773052,Escherichia coli / Shigella;98.29%,248,1623,ESC_CA5413AA_AS,2.2
ESC_BA8511AA,4-203-08_S1_C2,SRR1186639;ILLUMINA;Paired;423;SRX483938,Human,Human,stool; Homo sapiens,2009,1,,,Africa,Tanzania,,,,,,,University of Maryland Institute for Genome Sciences,Escherichia coli,,,,,,,,PRJNA233745,SRP039714,,SAMN02680215,SRS568245,27/08/2015,10/03/2014,ESC_BA8511AA,Assembled,206.85,137443,5256974,Escherichia coli / Shigella;99.01%,317,2716,ESC_CA5007AA_AS,2.2
ESC_GA9737AA,377720,traces-0ROXArN;ILLUMINA;Paired;;NA,Human,Human,,2009,9,9,,Africa,South Africa,Gauteng,,,,,,Anthony Smith,Escherichia coli,,O26,,,STEC,,,,,,,,21/08/2017,23/02/2018,ESC_GA9737AA,Assembled,207,95602,5508171,Escherichia coli / Shigella;99.71%,429,14283,ESC_PA1378AA_AS,3.61
