date,area,confirm,type,country,GSS_CD
19/03/2020,Neath Port Talbot,NA,UTLA,Wales,W06000012
19/03/2020,Newport,NA,UTLA,Wales,W06000022
19/03/2020,Pembrokeshire,NA,UTLA,Wales,W06000009
19/03/2020,Powys,NA,UTLA,Wales,W06000023
19/03/2020,Rhondda Cynon Taf,NA,UTLA,Wales,W06000016
19/03/2020,Torfaen County,NA,UTLA,Wales,W06000020
19/03/2020,Vale of Glamorgan,NA,UTLA,Wales,W06000014
19/03/2020,Wrexham,NA,UTLA,Wales,W06000006
20/03/2020,Northern Ireland,86,Country,Northern Ireland,N92
20/03/2020,Scotland,322,Country,Scotland,S92
20/03/2020,Wales,191,Country,Wales,W92
20/03/2020,Ayrshire and Arran,16,Health board,Scotland,S08000015
20/03/2020,Borders,9,Health board,Scotland,S08000016
20/03/2020,Dumfries and Gallow,10,Health board,Scotland,S08000017
20/03/2020,Fife,12,Health board,Scotland,S08000029
20/03/2020,Forth Valley,23,Health board,Scotland,S08000019
20/03/2020,Grampian,19,Health board,Scotland,S08000020
20/03/2020,Greater Glasgow and Clyde,91,Health board,Scotland,S08000031
20/03/2020,Highland,6,Health board,Scotland,S08000022
20/03/2020,Lanarkshire,41,Health board,Scotland,S08000032
20/03/2020,Lothian,40,Health board,Scotland,S08000024
20/03/2020,Shetland,24,Health board,Scotland,S08000026
20/03/2020,Tayside,31,Health board,Scotland,S08000030
20/03/2020,Swansea Bay,NA,Health board,Wales,W11000031
20/03/2020,Aneurin Bevan,NA,Health board,Wales,W11000028
20/03/2020,Betsi Cadwaladr,NA,Health board,Wales,W11000023
20/03/2020,Cardiff and Vale,NA,Health board,Wales,W11000029
20/03/2020,Cwm Taf,NA,Health board,Wales,W11000030
20/03/2020,Hywel Dda,NA,Health board,Wales,W11000025
20/03/2020,Powys,NA,Health board,Wales,W11000024
20/03/2020,Antrim and Newtownabbey,NA,LGD,Northern Ireland,N09000001
20/03/2020,Armagh City Banbridge and Craigavon,NA,LGD,Northern Ireland,N09000002
20/03/2020,Belfast,NA,LGD,Northern Ireland,N09000003
20/03/2020,Causeway Coast and Glens,NA,LGD,Northern Ireland,N09000004
20/03/2020,Derry City and Strabane,NA,LGD,Northern Ireland,N09000005
20/03/2020,Fermanagh and Omagh,NA,LGD,Northern Ireland,N09000006
20/03/2020,Lisburn and Castlereagh,NA,LGD,Northern Ireland,N09000007
20/03/2020,Mid and East Antrim,NA,LGD,Northern Ireland,N09000008
20/03/2020,Mid Ulster,NA,LGD,Northern Ireland,N09000009
20/03/2020,Newry Mourne and Down,NA,LGD,Northern Ireland,N09000010
20/03/2020,Ards and North Down,NA,LGD,Northern Ireland,N09000011
20/03/2020,Blaenau Gwent,11,UTLA,Wales,W06000019
20/03/2020,Bridgend,3,UTLA,Wales,W06000013
20/03/2020,Caerphilly,23,UTLA,Wales,W06000018
20/03/2020,Carmarthenshire,8,UTLA,Wales,W06000010
20/03/2020,Ceredigion,1,UTLA,Wales,W06000008
20/03/2020,City and County of Swansea,19,UTLA,Wales,W06000011
20/03/2020,City of Cardiff,28,UTLA,Wales,W06000015
20/03/2020,Conwy,1,UTLA,Wales,W06000003
20/03/2020,Denbighshire,0,UTLA,Wales,W06000004
20/03/2020,Flintshire,1,UTLA,Wales,W06000005
20/03/2020,Gwynedd,1,UTLA,Wales,W06000002
20/03/2020,Isle of Anglesey,2,UTLA,Wales,W06000001
20/03/2020,Merthyr Tydfil,2,UTLA,Wales,W06000024
20/03/2020,Monmouthshire,15,UTLA,Wales,W06000021
20/03/2020,Neath Port Talbot,15,UTLA,Wales,W06000012
20/03/2020,Newport,38,UTLA,Wales,W06000022
20/03/2020,Pembrokeshire,2,UTLA,Wales,W06000009
20/03/2020,Powys,8,UTLA,Wales,W06000023
20/03/2020,Rhondda Cynon Taf,2,UTLA,Wales,W06000016
20/03/2020,Torfaen County,5,UTLA,Wales,W06000020
20/03/2020,Vale of Glamorgan,1,UTLA,Wales,W06000014
20/03/2020,Wrexham,2,UTLA,Wales,W06000006
21/03/2020,Northern Ireland,108,Country,Northern Ireland,N92
21/03/2020,Scotland,373,Country,Scotland,S92
21/03/2020,Wales,280,Country,Wales,W92
21/03/2020,Ayrshire and Arran,21,Health board,Scotland,S08000015
21/03/2020,Borders,10,Health board,Scotland,S08000016
21/03/2020,Dumfries and Gallow,13,Health board,Scotland,S08000017
21/03/2020,Fife,13,Health board,Scotland,S08000029
21/03/2020,Forth Valley,27,Health board,Scotland,S08000019
21/03/2020,Grampian,20,Health board,Scotland,S08000020
21/03/2020,Greater Glasgow and Clyde,110,Health board,Scotland,S08000031
21/03/2020,Highland,8,Health board,Scotland,S08000022
21/03/2020,Lanarkshire,49,Health board,Scotland,S08000032
21/03/2020,Lothian,44,Health board,Scotland,S08000024
21/03/2020,Shetland,24,Health board,Scotland,S08000026
21/03/2020,Tayside,34,Health board,Scotland,S08000030
21/03/2020,Swansea Bay,41,Health board,Wales,W11000031
21/03/2020,Aneurin Bevan,145,Health board,Wales,W11000028
21/03/2020,Betsi Cadwaladr,8,Health board,Wales,W11000023
21/03/2020,Cardiff and Vale,51,Health board,Wales,W11000029
21/03/2020,Cwm Taf,9,Health board,Wales,W11000030
21/03/2020,Hywel Dda,14,Health board,Wales,W11000025
21/03/2020,Powys,9,Health board,Wales,W11000024
21/03/2020,Antrim and Newtownabbey,NA,LGD,Northern Ireland,N09000001
21/03/2020,Armagh City Banbridge and Craigavon,NA,LGD,Northern Ireland,N09000002
21/03/2020,Belfast,NA,LGD,Northern Ireland,N09000003
21/03/2020,Causeway Coast and Glens,NA,LGD,Northern Ireland,N09000004
21/03/2020,Derry City and Strabane,NA,LGD,Northern Ireland,N09000005
21/03/2020,Fermanagh and Omagh,NA,LGD,Northern Ireland,N09000006
21/03/2020,Lisburn and Castlereagh,NA,LGD,Northern Ireland,N09000007
21/03/2020,Mid and East Antrim,NA,LGD,Northern Ireland,N09000008
21/03/2020,Mid Ulster,NA,LGD,Northern Ireland,N09000009
21/03/2020,Newry Mourne and Down,NA,LGD,Northern Ireland,N09000010
21/03/2020,Ards and North Down,NA,LGD,Northern Ireland,N09000011
21/03/2020,Blaenau Gwent,NA,UTLA,Wales,W06000019
21/03/2020,Bridgend,NA,UTLA,Wales,W06000013
21/03/2020,Caerphilly,NA,UTLA,Wales,W06000018
21/03/2020,Carmarthenshire,NA,UTLA,Wales,W06000010
21/03/2020,Ceredigion,NA,UTLA,Wales,W06000008
21/03/2020,City and County of Swansea,NA,UTLA,Wales,W06000011
21/03/2020,City of Cardiff,NA,UTLA,Wales,W06000015
21/03/2020,Conwy,NA,UTLA,Wales,W06000003
21/03/2020,Denbighshire,NA,UTLA,Wales,W06000004
21/03/2020,Flintshire,NA,UTLA,Wales,W06000005
21/03/2020,Gwynedd,NA,UTLA,Wales,W06000002
21/03/2020,Isle of Anglesey,NA,UTLA,Wales,W06000001
21/03/2020,Merthyr Tydfil,NA,UTLA,Wales,W06000024
21/03/2020,Monmouthshire,NA,UTLA,Wales,W06000021
21/03/2020,Neath Port Talbot,NA,UTLA,Wales,W06000012
21/03/2020,Newport,NA,UTLA,Wales,W06000022
21/03/2020,Pembrokeshire,NA,UTLA,Wales,W06000009
21/03/2020,Powys,NA,UTLA,Wales,W06000023
21/03/2020,Rhondda Cynon Taf,NA,UTLA,Wales,W06000016
21/03/2020,Torfaen County,NA,UTLA,Wales,W06000020
21/03/2020,Vale of Glamorgan,NA,UTLA,Wales,W06000014
21/03/2020,Wrexham,NA,UTLA,Wales,W06000006
22/03/2020,Northern Ireland,128,Country,Northern Ireland,N92
22/03/2020,Scotland,416,Country,Scotland,S92
22/03/2020,Wales,347,Country,Wales,W92
22/03/2020,Ayrshire and Arran,25,Health board,Scotland,S08000015
22/03/2020,Borders,11,Health board,Scotland,S08000016
22/03/2020,Dumfries and Gallow,16,Health board,Scotland,S08000017
22/03/2020,Fife,16,Health board,Scotland,S08000029
22/03/2020,Forth Valley,30,Health board,Scotland,S08000019
22/03/2020,Grampian,23,Health board,Scotland,S08000020
22/03/2020,Greater Glasgow and Clyde,130,Health board,Scotland,S08000031
22/03/2020,Highland,8,Health board,Scotland,S08000022
22/03/2020,Lanarkshire,49,Health board,Scotland,S08000032
22/03/2020,Lothian,46,Health board,Scotland,S08000024
22/03/2020,Shetland,24,Health board,Scotland,S08000026
22/03/2020,Tayside,38,Health board,Scotland,S08000030
22/03/2020,Swansea Bay,47,Health board,Wales,W11000031
22/03/2020,Aneurin Bevan,185,Health board,Wales,W11000028
22/03/2020,Betsi Cadwaladr,8,Health board,Wales,W11000023
22/03/2020,Cardiff and Vale,64,Health board,Wales,W11000029
22/03/2020,Cwm Taf,13,Health board,Wales,W11000030
22/03/2020,Hywel Dda,16,Health board,Wales,W11000025
22/03/2020,Powys,10,Health board,Wales,W11000024
22/03/2020,Antrim and Newtownabbey,NA,LGD,Northern Ireland,N09000001
22/03/2020,Armagh City Banbridge and Craigavon,NA,LGD,Northern Ireland,N09000002
22/03/2020,Belfast,NA,LGD,Northern Ireland,N09000003
22/03/2020,Causeway Coast and Glens,NA,LGD,Northern Ireland,N09000004
22/03/2020,Derry City and Strabane,NA,LGD,Northern Ireland,N09000005
22/03/2020,Fermanagh and Omagh,NA,LGD,Northern Ireland,N09000006
22/03/2020,Lisburn and Castlereagh,NA,LGD,Northern Ireland,N09000007
22/03/2020,Mid and East Antrim,NA,LGD,Northern Ireland,N09000008
22/03/2020,Mid Ulster,NA,LGD,Northern Ireland,N09000009
22/03/2020,Newry Mourne and Down,NA,LGD,Northern Ireland,N09000010
22/03/2020,Ards and North Down,NA,LGD,Northern Ireland,N09000011
22/03/2020,Blaenau Gwent,NA,UTLA,Wales,W06000019
22/03/2020,Bridgend,NA,UTLA,Wales,W06000013
22/03/2020,Caerphilly,NA,UTLA,Wales,W06000018
22/03/2020,Carmarthenshire,NA,UTLA,Wales,W06000010
22/03/2020,Ceredigion,NA,UTLA,Wales,W06000008
22/03/2020,City and County of Swansea,NA,UTLA,Wales,W06000011
22/03/2020,City of Cardiff,NA,UTLA,Wales,W06000015
22/03/2020,Conwy,NA,UTLA,Wales,W06000003
22/03/2020,Denbighshire,NA,UTLA,Wales,W06000004
22/03/2020,Flintshire,NA,UTLA,Wales,W06000005
22/03/2020,Gwynedd,NA,UTLA,Wales,W06000002
22/03/2020,Isle of Anglesey,NA,UTLA,Wales,W06000001
22/03/2020,Merthyr Tydfil,NA,UTLA,Wales,W06000024
22/03/2020,Monmouthshire,NA,UTLA,Wales,W06000021
22/03/2020,Neath Port Talbot,NA,UTLA,Wales,W06000012
22/03/2020,Newport,NA,UTLA,Wales,W06000022
22/03/2020,Pembrokeshire,NA,UTLA,Wales,W06000009
22/03/2020,Powys,NA,UTLA,Wales,W06000023
22/03/2020,Rhondda Cynon Taf,NA,UTLA,Wales,W06000016
22/03/2020,Torfaen County,NA,UTLA,Wales,W06000020
22/03/2020,Vale of Glamorgan,NA,UTLA,Wales,W06000014
22/03/2020,Wrexham,NA,UTLA,Wales,W06000006
23/03/2020,Northern Ireland,148,Country,Northern Ireland,N92
23/03/2020,Scotland,499,Country,Scotland,S92
23/03/2020,Wales,418,Country,Wales,W92
23/03/2020,Ayrshire and Arran,34,Health board,Scotland,S08000015
23/03/2020,Borders,12,Health board,Scotland,S08000016
23/03/2020,Dumfries and Gallow,18,Health board,Scotland,S08000017
23/03/2020,Fife,19,Health board,Scotland,S08000029
23/03/2020,Forth Valley,40,Health board,Scotland,S08000019
23/03/2020,Grampian,24,Health board,Scotland,S08000020
23/03/2020,Greater Glasgow and Clyde,152,Health board,Scotland,S08000031
23/03/2020,Highland,12,Health board,Scotland,S08000022
23/03/2020,Lanarkshire,58,Health board,Scotland,S08000032
23/03/2020,Lothian,59,Health board,Scotland,S08000024
23/03/2020,Shetland,24,Health board,Scotland,S08000026
23/03/2020,Tayside,47,Health board,Scotland,S08000030
23/03/2020,Swansea Bay,47,Health board,Wales,W11000031
23/03/2020,Aneurin Bevan,220,Health board,Wales,W11000028
23/03/2020,Betsi Cadwaladr,15,Health board,Wales,W11000023
23/03/2020,Cardiff and Vale,84,Health board,Wales,W11000029
23/03/2020,Cwm Taf,21,Health board,Wales,W11000030
23/03/2020,Hywel Dda,16,Health board,Wales,W11000025
23/03/2020,Powys,11,Health board,Wales,W11000024
23/03/2020,Antrim and Newtownabbey,NA,LGD,Northern Ireland,N09000001
23/03/2020,Armagh City Banbridge and Craigavon,NA,LGD,Northern Ireland,N09000002
23/03/2020,Belfast,NA,LGD,Northern Ireland,N09000003
23/03/2020,Causeway Coast and Glens,NA,LGD,Northern Ireland,N09000004
23/03/2020,Derry City and Strabane,NA,LGD,Northern Ireland,N09000005
23/03/2020,Fermanagh and Omagh,NA,LGD,Northern Ireland,N09000006
23/03/2020,Lisburn and Castlereagh,NA,LGD,Northern Ireland,N09000007
23/03/2020,Mid and East Antrim,NA,LGD,Northern Ireland,N09000008
23/03/2020,Mid Ulster,NA,LGD,Northern Ireland,N09000009
23/03/2020,Newry Mourne and Down,NA,LGD,Northern Ireland,N09000010
23/03/2020,Ards and North Down,NA,LGD,Northern Ireland,N09000011
23/03/2020,Blaenau Gwent,NA,UTLA,Wales,W06000019
23/03/2020,Bridgend,NA,UTLA,Wales,W06000013
23/03/2020,Caerphilly,NA,UTLA,Wales,W06000018
23/03/2020,Carmarthenshire,NA,UTLA,Wales,W06000010
23/03/2020,Ceredigion,NA,UTLA,Wales,W06000008
23/03/2020,City and County of Swansea,NA,UTLA,Wales,W06000011
23/03/2020,City of Cardiff,NA,UTLA,Wales,W06000015
23/03/2020,Conwy,NA,UTLA,Wales,W06000003
23/03/2020,Denbighshire,NA,UTLA,Wales,W06000004
23/03/2020,Flintshire,NA,UTLA,Wales,W06000005
23/03/2020,Gwynedd,NA,UTLA,Wales,W06000002
23/03/2020,Isle of Anglesey,NA,UTLA,Wales,W06000001
23/03/2020,Merthyr Tydfil,NA,UTLA,Wales,W06000024
23/03/2020,Monmouthshire,NA,UTLA,Wales,W06000021
23/03/2020,Neath Port Talbot,NA,UTLA,Wales,W06000012
23/03/2020,Newport,NA,UTLA,Wales,W06000022
23/03/2020,Pembrokeshire,NA,UTLA,Wales,W06000009
23/03/2020,Powys,NA,UTLA,Wales,W06000023
23/03/2020,Rhondda Cynon Taf,NA,UTLA,Wales,W06000016
23/03/2020,Torfaen County,NA,UTLA,Wales,W06000020
23/03/2020,Vale of Glamorgan,NA,UTLA,Wales,W06000014
23/03/2020,Wrexham,NA,UTLA,Wales,W06000006
24/03/2020,Northern Ireland,172,Country,Northern Ireland,N92
24/03/2020,Scotland,584,Country,Scotland,S92
24/03/2020,Wales,478,Country,Wales,W92
24/03/2020,Ayrshire and Arran,41,Health board,Scotland,S08000015
24/03/2020,Borders,12,Health board,Scotland,S08000016
24/03/2020,Dumfries and Gallow,26,Health board,Scotland,S08000017
24/03/2020,Fife,25,Health board,Scotland,S08000029
24/03/2020,Forth Valley,43,Health board,Scotland,S08000019
24/03/2020,Grampian,24,Health board,Scotland,S08000020
24/03/2020,Greater Glasgow and Clyde,183,Health board,Scotland,S08000031
24/03/2020,Highland,13,Health board,Scotland,S08000022
24/03/2020,Lanarkshire,75,Health board,Scotland,S08000032
24/03/2020,Lothian,70,Health board,Scotland,S08000024
24/03/2020,Shetland,24,Health board,Scotland,S08000026
24/03/2020,Tayside,48,Health board,Scotland,S08000030
24/03/2020,Swansea Bay,49,Health board,Wales,W11000031
24/03/2020,Aneurin Bevan,248,Health board,Wales,W11000028
24/03/2020,Betsi Cadwaladr,19,Health board,Wales,W11000023
24/03/2020,Cardiff and Vale,96,Health board,Wales,W11000029
24/03/2020,Cwm Taf,23,Health board,Wales,W11000030
24/03/2020,Hywel Dda,27,Health board,Wales,W11000025
24/03/2020,Powys,11,Health board,Wales,W11000024
24/03/2020,Antrim and Newtownabbey,NA,LGD,Northern Ireland,N09000001
24/03/2020,Armagh City Banbridge and Craigavon,NA,LGD,Northern Ireland,N09000002
24/03/2020,Belfast,NA,LGD,Northern Ireland,N09000003
24/03/2020,Causeway Coast and Glens,NA,LGD,Northern Ireland,N09000004
24/03/2020,Derry City and Strabane,NA,LGD,Northern Ireland,N09000005
24/03/2020,Fermanagh and Omagh,NA,LGD,Northern Ireland,N09000006
24/03/2020,Lisburn and Castlereagh,NA,LGD,Northern Ireland,N09000007
24/03/2020,Mid and East Antrim,NA,LGD,Northern Ireland,N09000008
24/03/2020,Mid Ulster,NA,LGD,Northern Ireland,N09000009
24/03/2020,Newry Mourne and Down,NA,LGD,Northern Ireland,N09000010
24/03/2020,Ards and North Down,NA,LGD,Northern Ireland,N09000011
24/03/2020,Blaenau Gwent,NA,UTLA,Wales,W06000019
24/03/2020,Bridgend,NA,UTLA,Wales,W06000013
24/03/2020,Caerphilly,NA,UTLA,Wales,W06000018
24/03/2020,Carmarthenshire,NA,UTLA,Wales,W06000010
24/03/2020,Ceredigion,NA,UTLA,Wales,W06000008
24/03/2020,City and County of Swansea,NA,UTLA,Wales,W06000011
24/03/2020,City of Cardiff,NA,UTLA,Wales,W06000015
24/03/2020,Conwy,NA,UTLA,Wales,W06000003
24/03/2020,Denbighshire,NA,UTLA,Wales,W06000004
24/03/2020,Flintshire,NA,UTLA,Wales,W06000005
24/03/2020,Gwynedd,NA,UTLA,Wales,W06000002
24/03/2020,Isle of Anglesey,NA,UTLA,Wales,W06000001
24/03/2020,Merthyr Tydfil,NA,UTLA,Wales,W06000024
24/03/2020,Monmouthshire,NA,UTLA,Wales,W06000021
24/03/2020,Neath Port Talbot,NA,UTLA,Wales,W06000012
24/03/2020,Newport,NA,UTLA,Wales,W06000022
24/03/2020,Pembrokeshire,NA,UTLA,Wales,W06000009
24/03/2020,Powys,NA,UTLA,Wales,W06000023
24/03/2020,Rhondda Cynon Taf,NA,UTLA,Wales,W06000016
24/03/2020,Torfaen County,NA,UTLA,Wales,W06000020
24/03/2020,Vale of Glamorgan,NA,UTLA,Wales,W06000014
24/03/2020,Wrexham,NA,UTLA,Wales,W06000006
25/03/2020,Northern Ireland,209,Country,Northern Ireland,N92
25/03/2020,Scotland,719,Country,Scotland,S92
25/03/2020,Wales,628,Country,Wales,W92
25/03/2020,Ayrshire and Arran,57,Health board,Scotland,S08000015
25/03/2020,Borders,15,Health board,Scotland,S08000016
25/03/2020,Dumfries and Gallow,31,Health board,Scotland,S08000017
25/03/2020,Fife,29,Health board,Scotland,S08000029
25/03/2020,Forth Valley,59,Health board,Scotland,S08000019
25/03/2020,Grampian,29,Health board,Scotland,S08000020
25/03/2020,Greater Glasgow and Clyde,221,Health board,Scotland,S08000031
25/03/2020,Highland,22,Health board,Scotland,S08000022
25/03/2020,Lanarkshire,87,Health board,Scotland,S08000032
25/03/2020,Lothian,88,Health board,Scotland,S08000024
25/03/2020,Shetland,24,Health board,Scotland,S08000026
25/03/2020,Tayside,57,Health board,Scotland,S08000030
25/03/2020,Swansea Bay,70,Health board,Wales,W11000031
25/03/2020,Aneurin Bevan,309,Health board,Wales,W11000028
25/03/2020,Betsi Cadwaladr,22,Health board,Wales,W11000023
25/03/2020,Cardiff and Vale,125,Health board,Wales,W11000029
25/03/2020,Cwm Taf,42,Health board,Wales,W11000030
25/03/2020,Hywel Dda,38,Health board,Wales,W11000025
25/03/2020,Powys,14,Health board,Wales,W11000024
25/03/2020,Antrim and Newtownabbey,NA,LGD,Northern Ireland,N09000001
25/03/2020,Armagh City Banbridge and Craigavon,NA,LGD,Northern Ireland,N09000002
25/03/2020,Belfast,NA,LGD,Northern Ireland,N09000003
25/03/2020,Causeway Coast and Glens,NA,LGD,Northern Ireland,N09000004
25/03/2020,Derry City and Strabane,NA,LGD,Northern Ireland,N09000005
25/03/2020,Fermanagh and Omagh,NA,LGD,Northern Ireland,N09000006
25/03/2020,Lisburn and Castlereagh,NA,LGD,Northern Ireland,N09000007
25/03/2020,Mid and East Antrim,NA,LGD,Northern Ireland,N09000008
25/03/2020,Mid Ulster,NA,LGD,Northern Ireland,N09000009
25/03/2020,Newry Mourne and Down,NA,LGD,Northern Ireland,N09000010
25/03/2020,Ards and North Down,NA,LGD,Northern Ireland,N09000011
25/03/2020,Blaenau Gwent,NA,UTLA,Wales,W06000019
25/03/2020,Bridgend,NA,UTLA,Wales,W06000013
25/03/2020,Caerphilly,NA,UTLA,Wales,W06000018
25/03/2020,Carmarthenshire,NA,UTLA,Wales,W06000010
25/03/2020,Ceredigion,NA,UTLA,Wales,W06000008
25/03/2020,City and County of Swansea,NA,UTLA,Wales,W06000011
25/03/2020,City of Cardiff,NA,UTLA,Wales,W06000015
25/03/2020,Conwy,NA,UTLA,Wales,W06000003
25/03/2020,Denbighshire,NA,UTLA,Wales,W06000004
25/03/2020,Flintshire,NA,UTLA,Wales,W06000005
25/03/2020,Gwynedd,NA,UTLA,Wales,W06000002
25/03/2020,Isle of Anglesey,NA,UTLA,Wales,W06000001
25/03/2020,Merthyr Tydfil,NA,UTLA,Wales,W06000024
25/03/2020,Monmouthshire,NA,UTLA,Wales,W06000021
25/03/2020,Neath Port Talbot,NA,UTLA,Wales,W06000012
25/03/2020,Newport,NA,UTLA,Wales,W06000022
25/03/2020,Pembrokeshire,NA,UTLA,Wales,W06000009
25/03/2020,Powys,NA,UTLA,Wales,W06000023
25/03/2020,Rhondda Cynon Taf,NA,UTLA,Wales,W06000016
25/03/2020,Torfaen County,NA,UTLA,Wales,W06000020
25/03/2020,Vale of Glamorgan,NA,UTLA,Wales,W06000014
25/03/2020,Wrexham,NA,UTLA,Wales,W06000006
26/03/2020,Northern Ireland,241,Country,Northern Ireland,N92
26/03/2020,Scotland,894,Country,Scotland,S92
26/03/2020,Wales,741,Country,Wales,W92
26/03/2020,Ayrshire and Arran,74,Health board,Scotland,S08000015
26/03/2020,Borders,23,Health board,Scotland,S08000016
26/03/2020,Dumfries and Gallow,39,Health board,Scotland,S08000017
26/03/2020,Fife,40,Health board,Scotland,S08000029
26/03/2020,Forth Valley,75,Health board,Scotland,S08000019
26/03/2020,Grampian,31,Health board,Scotland,S08000020
26/03/2020,Greater Glasgow and Clyde,258,Health board,Scotland,S08000031
26/03/2020,Highland,29,Health board,Scotland,S08000022
26/03/2020,Lanarkshire,114,Health board,Scotland,S08000032
26/03/2020,Lothian,111,Health board,Scotland,S08000024
26/03/2020,Shetland,24,Health board,Scotland,S08000026
26/03/2020,Tayside,76,Health board,Scotland,S08000030
26/03/2020,Swansea Bay,75,Health board,Wales,W11000031
26/03/2020,Aneurin Bevan,358,Health board,Wales,W11000028
26/03/2020,Betsi Cadwaladr,25,Health board,Wales,W11000023
26/03/2020,Cardiff and Vale,156,Health board,Wales,W11000029
26/03/2020,Cwm Taf,54,Health board,Wales,W11000030
26/03/2020,Hywel Dda,45,Health board,Wales,W11000025
26/03/2020,Powys,16,Health board,Wales,W11000024
26/03/2020,Antrim and Newtownabbey,17,LGD,Northern Ireland,N09000001
26/03/2020,Armagh City Banbridge and Craigavon,22,LGD,Northern Ireland,N09000002
26/03/2020,Belfast,75,LGD,Northern Ireland,N09000003
26/03/2020,Causeway Coast and Glens,5,LGD,Northern Ireland,N09000004
26/03/2020,Derry City and Strabane,8,LGD,Northern Ireland,N09000005
26/03/2020,Fermanagh and Omagh,15,LGD,Northern Ireland,N09000006
26/03/2020,Lisburn and Castlereagh,33,LGD,Northern Ireland,N09000007
26/03/2020,Mid and East Antrim,16,LGD,Northern Ireland,N09000008
26/03/2020,Mid Ulster,8,LGD,Northern Ireland,N09000009
26/03/2020,Newry Mourne and Down,13,LGD,Northern Ireland,N09000010
26/03/2020,Ards and North Down,22,LGD,Northern Ireland,N09000011
26/03/2020,Blaenau Gwent,NA,UTLA,Wales,W06000019
26/03/2020,Bridgend,NA,UTLA,Wales,W06000013
26/03/2020,Caerphilly,NA,UTLA,Wales,W06000018
26/03/2020,Carmarthenshire,NA,UTLA,Wales,W06000010
26/03/2020,Ceredigion,NA,UTLA,Wales,W06000008
26/03/2020,City and County of Swansea,NA,UTLA,Wales,W06000011
26/03/2020,City of Cardiff,NA,UTLA,Wales,W06000015
26/03/2020,Conwy,NA,UTLA,Wales,W06000003
26/03/2020,Denbighshire,NA,UTLA,Wales,W06000004
26/03/2020,Flintshire,NA,UTLA,Wales,W06000005
26/03/2020,Gwynedd,NA,UTLA,Wales,W06000002
26/03/2020,Isle of Anglesey,NA,UTLA,Wales,W06000001
26/03/2020,Merthyr Tydfil,NA,UTLA,Wales,W06000024
26/03/2020,Monmouthshire,NA,UTLA,Wales,W06000021
26/03/2020,Neath Port Talbot,NA,UTLA,Wales,W06000012
26/03/2020,Newport,NA,UTLA,Wales,W06000022
26/03/2020,Pembrokeshire,NA,UTLA,Wales,W06000009
26/03/2020,Powys,NA,UTLA,Wales,W06000023
26/03/2020,Rhondda Cynon Taf,NA,UTLA,Wales,W06000016
26/03/2020,Torfaen County,NA,UTLA,Wales,W06000020
26/03/2020,Vale of Glamorgan,NA,UTLA,Wales,W06000014
26/03/2020,Wrexham,NA,UTLA,Wales,W06000006
27/03/2020,Northern Ireland,275,Country,Northern Ireland,N92
27/03/2020,Scotland,1059,Country,Scotland,S92
27/03/2020,Wales,921,Country,Wales,W92
27/03/2020,Ayrshire and Arran,75,Health board,Scotland,S08000015
27/03/2020,Borders,28,Health board,Scotland,S08000016
27/03/2020,Dumfries and Gallow,47,Health board,Scotland,S08000017
27/03/2020,Fife,41,Health board,Scotland,S08000029
27/03/2020,Forth Valley,81,Health board,Scotland,S08000019
27/03/2020,Grampian,45,Health board,Scotland,S08000020
27/03/2020,Greater Glasgow and Clyde,299,Health board,Scotland,S08000031
27/03/2020,Highland,33,Health board,Scotland,S08000022
27/03/2020,Lanarkshire,140,Health board,Scotland,S08000032
27/03/2020,Lothian,139,Health board,Scotland,S08000024
27/03/2020,Shetland,24,Health board,Scotland,S08000026
27/03/2020,Tayside,107,Health board,Scotland,S08000030
27/03/2020,Swansea Bay,93,Health board,Wales,W11000031
27/03/2020,Aneurin Bevan,432,Health board,Wales,W11000028
27/03/2020,Betsi Cadwaladr,45,Health board,Wales,W11000023
27/03/2020,Cardiff and Vale,194,Health board,Wales,W11000029
27/03/2020,Cwm Taf,68,Health board,Wales,W11000030
27/03/2020,Hywel Dda,52,Health board,Wales,W11000025
27/03/2020,Powys,18,Health board,Wales,W11000024
27/03/2020,Antrim and Newtownabbey,18,LGD,Northern Ireland,N09000001
27/03/2020,Armagh City Banbridge and Craigavon,29,LGD,Northern Ireland,N09000002
27/03/2020,Belfast,86,LGD,Northern Ireland,N09000003
27/03/2020,Causeway Coast and Glens,5,LGD,Northern Ireland,N09000004
27/03/2020,Derry City and Strabane,9,LGD,Northern Ireland,N09000005
27/03/2020,Fermanagh and Omagh,17,LGD,Northern Ireland,N09000006
27/03/2020,Lisburn and Castlereagh,39,LGD,Northern Ireland,N09000007
27/03/2020,Mid and East Antrim,16,LGD,Northern Ireland,N09000008
27/03/2020,Mid Ulster,8,LGD,Northern Ireland,N09000009
27/03/2020,Newry Mourne and Down,16,LGD,Northern Ireland,N09000010
27/03/2020,Ards and North Down,25,LGD,Northern Ireland,N09000011
27/03/2020,Blaenau Gwent,NA,UTLA,Wales,W06000019
27/03/2020,Bridgend,NA,UTLA,Wales,W06000013
27/03/2020,Caerphilly,NA,UTLA,Wales,W06000018
27/03/2020,Carmarthenshire,NA,UTLA,Wales,W06000010
27/03/2020,Ceredigion,NA,UTLA,Wales,W06000008
27/03/2020,City and County of Swansea,NA,UTLA,Wales,W06000011
27/03/2020,City of Cardiff,NA,UTLA,Wales,W06000015
27/03/2020,Conwy,NA,UTLA,Wales,W06000003
27/03/2020,Denbighshire,NA,UTLA,Wales,W06000004
